,name,amenity,lat,lon
659,Tim Hortons,cafe,49.285902899999996,-123.1249177
660,A&W,fast_food,49.2860548,-123.1251718
661,Subway,fast_food,49.2860886,-123.1252316
663,Starbucks,cafe,49.2876133,-123.1149238
701,Alibi Room,pub,49.2842068,-123.1002041
702,A&W,fast_food,49.2633356,-123.1144174
704,Elysian Coffee Roasters,cafe,49.2630977,-123.1172998
705,Starbucks,cafe,49.212995,-123.1401
707,Starbucks,cafe,49.3721579,-123.0988075
708,Beaver Tails,fast_food,49.3810218,-123.0791455
709,Paul's Kitchen,cafe,49.1797273,-123.137991
716,Lully's Sandwich Bar,fast_food,49.0523043,-122.3227371
738,Starbucks,cafe,49.1048167,-122.8022148
741,Tim Hortons,cafe,49.1767616,-122.689973
745,McDonald's,fast_food,49.2501163,-122.8923026
747,Triple-O's,fast_food,49.1742656,-122.6668885
750,Caffe Artigiano,cafe,49.2492264,-123.1007752
757,Starbucks,cafe,49.2796195,-123.0999337
759,Tim Hortons,fast_food,49.2262222,-123.1287693
761,Blenz,cafe,49.2327522,-123.1172852
768,Gong Cha,cafe,49.2792232,-123.1168269
784,Eats at the Pier,fast_food,49.2037589,-122.9046452
786,,fast_food,49.0497709,-122.3190013
787,Sticky Buns & More,cafe,49.0497717,-122.3189143
802,Caffè Artigiano,cafe,49.197754,-123.1407889
803,JAPADOG,fast_food,49.1967129,-123.1395095
833,Panago Pizza,fast_food,49.2725297,-123.0562043
838,Walnut Grove Pub & Liqour Store,bar,49.1622956,-122.6548929
847,,vending_machine,49.1964606,-123.1463026
848,,vending_machine,49.1964702,-123.1462353
905,Taco Del Mar,fast_food,49.1633833,-122.6594915
920,,vending_machine,49.0435321,-122.309897
972,,vending_machine,49.046188,-122.313126
980,Romer's,pub,49.2795471,-122.82931
986,,vending_machine,49.0820669,-122.2600155
993,Mucho Burrito,fast_food,49.2540332,-122.7388698
994,McDonald's,fast_food,49.2548653,-122.7354267
998,Five Guys,fast_food,49.2541361,-122.7388679
999,Subway,fast_food,49.2544914,-122.7381621
1000,Starbucks,cafe,49.2543347,-122.737988
1002,Tim Hortons,cafe,49.257451,-122.7437942
1031,The Lower Cafe,fast_food,49.1399686,-122.6001998
1096,Dairy Queen,fast_food,49.2567827,-123.184916
1098,Quiznos,fast_food,49.171823,-122.6674842
1249,Panago,fast_food,49.3264468,-123.1204257
1252,Subway,fast_food,49.29089,-123.1342671
1253,Browns Social House,pub,49.1654069,-122.6633306
1254,Booster Juice,fast_food,49.1659998,-122.6645407
1259,Freshslice,fast_food,49.2081902,-123.1401346
1260,Donair Spot,fast_food,49.208235,-123.1401305
1263,,bbq,49.2376699,-122.7827469
1273,The Thirsty Duck,pub,49.2077342,-122.9309659
1283,Mr. Mustache Tea & Dessert,cafe,49.2290279,-122.9989508
1297,,vending_machine,49.3960903,-123.2044709
1309,Freshslice Pizza,fast_food,49.2312042,-123.0657754
1374,Subway,fast_food,49.0498661,-122.311635
1375,A&W,fast_food,49.0498031,-122.3114531
1377,DQ Orange Julius,fast_food,49.0495367,-122.3117487
1378,New York Fries,fast_food,49.0496405,-122.3118348
1379,OPA! of Greece,fast_food,49.0495887,-122.3117934
1381,Manchu Wok,fast_food,49.0498388,-122.3117035
1382,ono's of Japan,fast_food,49.0496845,-122.311872
1383,Freshslice Pizza,fast_food,49.0497721,-122.311822
1384,Thaï Express,fast_food,49.049844,-122.3115361
1407,Jolly Coachman Pub,pub,49.2225148,-122.6904636
1424,Freshslice Pizza,fast_food,49.2630367,-123.1013042
1426,Waves Coffee,cafe,49.2808856,-123.011264
1450,Tim Hortons,cafe,49.1328835,-122.846132
1451,,vending_machine,49.0744556,-122.2800353
1453,Tim Hortons,cafe,49.0513372,-122.691921
1455,A&W,fast_food,49.1997306,-122.7784622
1466,,vending_machine,49.04975,-122.3118654
1470,McDonald's,fast_food,49.2081236,-123.1407827
1471,McDonald's,fast_food,49.2601826,-123.0056472
1472,McDonald's,fast_food,49.265883,-123.0242786
1475,Steveston's Coffee Co.,cafe,49.125282,-123.1847472
1476,Pajo's Fish and Chips,fast_food,49.1239129,-123.1863673
1478,Subway,fast_food,49.2467974,-123.068237
1485,Papa John's,fast_food,49.2191586,-122.9695668
1486,A&W,fast_food,49.2196492,-122.9692126
1488,Subway,fast_food,49.2196001,-122.9683007
1489,Panago,fast_food,49.2196141,-122.9685904
1490,Domino's,fast_food,49.2218138,-122.9969317
1498,McDonald's,fast_food,49.233088,-123.0657292
1499,Kent's Kitchen,fast_food,49.233102,-123.0659438
1503,Hometown Pizza,fast_food,49.2179175,-123.0766614
1507,Papa Dave's Pizza Indian Cuisine,fast_food,49.2256886,-123.0777235
1508,McDonald's,fast_food,49.2182564,-123.0773813
1510,East Side Craft House,pub,49.2329149,-123.0761197
1511,KFC,fast_food,49.2256116,-123.0777236
1535,McDonald's,fast_food,49.2633884,-123.1160798
1540,Tim Hortons,cafe,49.2635191,-123.1231332
1544,Starbucks,cafe,49.2632049,-123.1070497
1548,Fatburger,fast_food,49.2632776,-123.1106188
1553,,pub,49.2632663,-123.110529
1555,Subway,fast_food,49.2633362,-123.113621
1557,A&W,fast_food,49.2634886,-123.1215189
1560,Starbucks,cafe,49.2673455,-123.112992
1561,Dairy Queen,fast_food,49.2390725,-123.0650033
1562,La Casa Gelato,ice_cream,49.2769275,-123.0815616
1593,Raven Pub,pub,49.316484,-122.9533431
1601,McDonald's,fast_food,49.2906218,-123.1338516
1638,,vending_machine,49.037291,-122.2423103
1645,Starbucks,cafe,49.235221,-123.1157169
1646,Queensboro Pizza,fast_food,49.184369,-122.9507625
1650,Domino's,fast_food,49.2787084,-122.8066737
1656,Parkside Brewing,pub,49.2785872,-122.8510267
1670,McCafé,cafe,49.2273356,-122.9997733
1671,Uni Sushi Express,fast_food,49.2272898,-123.0001015
1672,Cupcakes,bar,49.227124,-123.0003251
1673,Orange Julius,bar,49.2272799,-123.0001798
1681,Jugo Juice,bar,49.2262262,-123.0019735
1688,Photos,vending_machine,49.2263673,-123.0020631
1689,Blenz Coffee,cafe,49.2260832,-123.001846
1695,Drinks,vending_machine,49.2276567,-123.0004704
1696,Cinnzeo,bar,49.2273214,-123.0002274
1701,Fresh Donair,fast_food,49.1186802,-122.6700701
1706,Quick Bite,fast_food,49.213342,-122.9375173
1711,Waves,cafe,49.2315873,-123.009736
1716,Burger King,fast_food,49.218633,-122.9551616
1718,Starbucks,cafe,49.2186088,-122.9564849
1719,Chop n Toss,fast_food,49.2255444,-122.9968024
1721,Burger King,fast_food,49.2258643,-122.9969705
1722,Chef Tony Dim Sum,fast_food,49.2258877,-122.9975787
1723,Chronic Tacos,fast_food,49.2253972,-122.9972623
1724,Thaï Express,fast_food,49.2254547,-122.9975777
1728,Sulmida,cafe,49.2285933,-122.9995392
1732,Koya Japan,fast_food,49.2254008,-122.997067
1733,Subway,fast_food,49.2254531,-122.9968869
1736,Bubble Waffle Cafe,fast_food,49.2257969,-122.9968887
1737,Manchu Wok,fast_food,49.2258275,-122.9969398
1738,Vina Vietnamese,fast_food,49.2254863,-122.9976519
1739,Chachi’s,fast_food,49.2255226,-122.9977261
1740,U-Grill,fast_food,49.2255531,-122.9977931
1742,Menchie's,bar,49.2274297,-123.0001335
1746,Starbucks,cafe,49.2256778,-122.9973902
1747,Crêpe de Licious,fast_food,49.2259279,-122.9975146
1748,Curry Express,fast_food,49.2258084,-122.9977187
1749,Orange Julius,fast_food,49.2257836,-122.9978073
1751,Kernels,bar,49.2255829,-122.9983657
1757,Freshslice Pizza,fast_food,49.2275306,-122.999928
1759,Togo Sushi,fast_food,49.2257638,-122.9967208
1760,Photos,vending_machine,49.2255264,-122.9979937
1762,Take Five Café,cafe,49.2263089,-122.9999809
1763,Opa! Of Greece,fast_food,49.2253988,-122.9971646
1764,KFC,fast_food,49.2254197,-122.9969699
1765,New York Fries,fast_food,49.2254951,-122.9968289
1766,Bourbon St. Grill,fast_food,49.2258501,-122.9976493
1767,A&W,fast_food,49.2254058,-122.9973612
1768,Tim Hortons,cafe,49.2254283,-122.9974687
1770,The American Cheese Steak Co.,fast_food,49.2274703,-122.9998197
1772,Sunshine,cafe,49.2284012,-123.0046672
1774,Comebuy,cafe,49.2285595,-123.0045242
1776,Eggstatic,bar,49.2287893,-123.0046579
1780,Grainery,cafe,49.2505112,-122.8949216
1787,Sashimi Sushi,fast_food,49.2507154,-122.89576
1790,Canra Plus,fast_food,49.2798847,-123.1068032
1791,Ryo,fast_food,49.2799835,-123.1065637
1792,India’s Flavour,fast_food,49.2800531,-123.1064691
1793,Kazoku,fast_food,49.2800925,-123.1064315
1795,Starbucks,cafe,49.2278206,-122.840058
1802,Made to Order Chip's,fast_food,49.227688,-122.836293
1804,Triple Os,fast_food,49.2278297,-122.8401544
1808,Jugo Juice,bar,49.2504797,-122.8951099
1809,Anna's,cafe,49.2510633,-122.8951452
1810,Big Orange,bar,49.2515309,-122.8957313
1811,Wok,fast_food,49.2507778,-122.8945798
1812,Kojo of Japan,fast_food,49.25081,-122.8946267
1813,Chop & Toss,bar,49.2505677,-122.8949895
1814,A&W,fast_food,49.2508506,-122.8947628
1816,FU Express,fast_food,49.2277796,-122.8362961
1817,Roadies,fast_food,49.2276126,-122.83629379999999
1818,Fuel Cafe',bar,49.2275513,-122.8363525
1820,Starbucks,cafe,49.2504908,-122.8944559
1838,Orange Julius,bar,49.2507042,-122.8961076
1840,Cinnzeo,cafe,49.2507164,-122.8956836
1841,McDonald's,fast_food,49.2808969,-123.1073143
1843,Caveman Cafe,cafe,49.2808098,-123.1070156
1857,Shiny Tea,bar,49.2802068,-123.1068483
1858,Taco Time,fast_food,49.2799281,-123.1066781
1862,Bubble King,fast_food,49.2799047,-123.106734
1863,Tina,fast_food,49.2799553,-123.1066209
1864,Thai Town,fast_food,49.2800166,-123.1065184
1865,Wow Thai Food,fast_food,49.2801753,-123.1063639
1866,Bali Thai,fast_food,49.2802143,-123.1063341
1867,Giant Panda,fast_food,49.2802598,-123.1063002
1874,Tim Hortons,fast_food,49.3050257,-123.0144026
1876,Deep Cove Brewers and Distillers Lounge,bar,49.3063936,-123.0115775
1891,Off The Rail Tasting Room,bar,49.2777606,-123.0760415
1892,Bomber Tasting Room,bar,49.2774745,-123.0745168
1908,Fuggles & Warlock Tasting Room,bar,49.1293757,-123.0952983
1923,Galiano Bakery & Cafe,cafe,49.1953219,-123.1781022
1928,Wendy's,fast_food,49.1960345,-123.1771649
1929,Thai Hang,fast_food,49.1957016,-123.1769158
1958,Papa John's,fast_food,49.0365009,-122.2911624
1964,The Wine Bar,bar,49.2733358,-123.1195188
1977,Yummy to Go,fast_food,49.28645,-123.1403248
1981,Tim Hortons,cafe,49.2865567,-123.1410036
2021,Fraser Valley Juice,fast_food,49.2726318,-123.1353692
2022,Pizza Pzazz,fast_food,49.2726607,-123.1353169
2032,Little Monk Pretzels,bar,49.2256833,-122.999253
2033,Princeton Pub,pub,49.2849397,-123.0649633
2042,Lockers,vending_machine,49.2277639,-123.0003546
2043,Wu Han Spicy Duck,fast_food,49.2295422,-123.0031558
2046,,bar,49.2293669,-123.0041555
2049,Church's Chicken,fast_food,49.2195995,-122.9680176
2051,Cora,fast_food,49.2186313,-122.955309
2055,Subway,fast_food,49.2128537,-122.9368713
2069,Bay Sushi Cafe,fast_food,49.2821283,-123.1164589
2070,Kung Fu Noodle,fast_food,49.2820949,-123.1165023
2072,Pokérrito,fast_food,49.2826167,-123.1151176
2073,Dae Ji,fast_food,49.282708,-123.1147514
2074,Sushi Home,fast_food,49.2826109,-123.1146226
2075,Big Bowl Rice,fast_food,49.2825668,-123.1145555
2078,Pourhouse,pub,49.2841314,-123.1083829
2093,Judge Begbies,bar,49.2031688,-122.908271
2094,McDonald's,fast_food,49.1771813,-122.6691551
2096,Hops,bar,49.2017326,-122.9124591
2097,Fresh Slice Pizza,fast_food,49.2029525,-122.9086925
2098,Panago,fast_food,49.2116185,-122.9237431
2108,Starbucks,cafe,49.1128069,-122.6724406
2109,Chipotle,fast_food,49.1126928,-122.6723021
2124,Cecil Bar,bar,49.2756868,-123.1281101
2134,Soho,bar,49.2741305,-123.1241126
2142,Yaletown Distilling Company,bar,49.2753903,-123.1216407
2146,Living Produce Aisle,fast_food,49.2750527,-123.1221518
2150,The Distillery Bar,bar,49.2752508,-123.1212681
2153,Mister,fast_food,49.2751119,-123.1214624
2165,Clydesdale Coverdale,pub,49.103954,-122.734208
2168,McDonald's,fast_food,49.1537523,-123.1584726
2170,Subway,fast_food,49.1548975,-123.1578804
2173,New Amsterdam Cafe,cafe,49.2829831,-123.1098733
2177,The Cascade,bar,49.2616715,-123.1007497
2179,Bean Around The World,cafe,49.2624382,-123.1007191
2182,Pizza 604,fast_food,49.263303,-123.1007167
2184,Kafka's Coffee and Tea,cafe,49.2624451,-123.1012839
2186,Sunny Spot,cafe,49.2622376,-123.1012945
2200,Yum Sweet Shop,ice_cream,49.2481556,-123.1008994
2305,Tim Hortons,cafe,49.1047469,-122.7990471
2307,Wendy's,fast_food,49.1691756,-122.9586576
2308,Tim Hortons,fast_food,49.1692142,-122.9585182
2309,Subway,fast_food,49.1720147,-122.9461371
2315,Panago,fast_food,49.1039933,-122.6615637
2318,Baselines Pub,pub,49.104928,-122.658331
2323,Starbucks,cafe,49.0448257,-122.778652
2327,A&W,fast_food,49.044471,-122.7772142
2386,KFC,fast_food,49.1614935,-122.8908325
2387,Taco Bell,fast_food,49.1614786,-122.89107
2388,McDonald's,fast_food,49.2027477,-122.8795076
2394,Starbucks,cafe,49.1325243,-123.0924899
2396,McDonald's,fast_food,49.2634479,-123.1380669
2397,Tim Hortons,cafe,49.2656284,-123.2543584
2398,Pizza Pizza,fast_food,49.2656704,-123.2542726
2399,Stackables,fast_food,49.2655654,-123.254337
2400,Ike's Café,cafe,49.2673017,-123.2526955
2402,Tim Hortons,fast_food,49.2601863,-123.2483972
2408,Starbucks,cafe,49.0904049,-123.0780785
2409,Subway,fast_food,49.090412,-123.0782287
2412,Sundance Pub,bar,49.0896971,-123.0421766
2414,McDonald's,fast_food,49.1616399,-123.1358929
2415,Starbucks,cafe,49.1722688,-123.1361069
2418,Blenz Coffee,cafe,49.1712706,-123.1358928
2421,A&W,fast_food,49.1540431,-123.1249608
2429,Church's Chicken,fast_food,49.1552993,-123.123732
2431,Quiznos,fast_food,49.1321157,-123.0947566
2432,Taco Del Mar,fast_food,49.1322997,-123.0914934
2437,The Landing Pub & Grill,pub,49.0904352,-123.0723913
2438,Panago Pizza,fast_food,49.0905831,-123.0857057
2439,Little Caesars,fast_food,49.0894108,-123.0802013
2440,McDonald's,fast_food,49.0359205,-123.0691691
2453,Kong's Kitchen,fast_food,49.1445825,-123.0923099
2456,A&W,fast_food,49.2267483,-123.128868
2459,Golden Coin,cafe,49.1705244,-123.1569694
2466,Gringo,bar,49.2832515,-123.105379
2488,Harvey's,fast_food,49.2796709,-123.1221195
2492,Subway,fast_food,49.2332678,-123.1012746
2493,Tim Hortons,cafe,49.2347512,-123.1582643
2514,Starbucks,cafe,49.2729377,-123.0997917
2516,A&W,fast_food,49.2739585,-123.0980509
2517,The Pit,pub,49.2665769,-123.2501701
2518,White Spot Triple O's,fast_food,49.2730825,-123.1039764
2519,Starbucks,cafe,49.26437,-123.1674354
2522,Urban Sushi,fast_food,49.2838013,-123.1158299
2523,Caffe Artigiano,cafe,49.283684,-123.1159815
2524,Trees Coffee,cafe,49.2848065,-123.1143227
2525,Creme de la Crumb,cafe,49.2847372,-123.1144476
2528,,vending_machine,49.1210346,-122.3016383
2530,Starbucks - Ocean Park,cafe,49.0323555,-122.8669141
2531,Starbucks - Whiterock,cafe,49.0334416,-122.8008794
2533,Islands Café,cafe,49.0246535,-122.8013247
2534,,vending_machine,49.113422,-122.3164801
2538,,vending_machine,49.1076361,-122.3415146
2540,Tim Hortons,cafe,49.0953173,-122.6241169
2541,Tim Hortons,cafe,49.1623763,-122.6603266
2542,Tim Hortons,cafe,49.1196856,-122.6912218
2543,Tim Hortons,cafe,49.1247605,-122.7048284
2544,Tim Hortons,cafe,49.1636149,-122.8780219
2545,Tim Hortons,cafe,49.150248500000004,-122.8899397
2548,Dubh Linn Gate,pub,49.2714968,-123.1006411
2551,A&W,fast_food,49.2730334,-123.1003915
2558,,vending_machine,49.1064496,-122.367582
2560,Tim Hortons,cafe,49.2506688,-122.8967172
2568,Starbucks,cafe,49.324043,-123.1099144
2569,Subway,fast_food,49.3239681,-123.1028264
2570,Tim Hortons,cafe,49.3232543,-123.1137594
2571,,vending_machine,49.0686113,-122.3584366
2573,,vending_machine,49.068586,-122.3586329
2575,Townline Taphouse and Grill,pub,49.0684981,-122.3585303
2577,Bean Around The World,cafe,49.3107221,-123.0812615
2578,Café Crêpe,cafe,49.2814148,-123.1194673
2580,,cafe,49.2881125,-123.1146371
2581,Fung May,fast_food,49.2287941,-123.0049323
2582,Tea Plus,bar,49.2287507,-123.0049404
2583,Hana Sushi,fast_food,49.2287084,-123.0049519
2584,Bo Wah,fast_food,49.2286381,-123.0049694
2585,Shanghai,fast_food,49.228604,-123.004979
2586,Bubble Waffle,bar,49.2284585,-123.0049954
2587,Yunnan,fast_food,49.2286289,-123.0051138
2588,Seafood House,fast_food,49.2286458,-123.005225
2590,99 Bbq,fast_food,49.2286561,-123.0052821
2591,The Juice Corner,bar,49.2288936,-123.0050917
2592,Shaxian,fast_food,49.228841,-123.0053282
2594,Paradise Juice,bar,49.2285714,-123.0049909
2595,Best Noodle,fast_food,49.2288199,-123.0050014
2596,Happy Ice,fast_food,49.2286742,-123.0049603
2597,Want Want,fast_food,49.2285385,-123.0050018
2598,Chao Shou,fast_food,49.228506,-123.0050182
2599,Delicious B.b.q.,fast_food,49.2284711,-123.0050421
2600,Shanghai Dimsum,fast_food,49.2284351,-123.0049538
2601,Cherry Tea & Icy Bar,bar,49.228504,-123.0051068
2602,Huaxi,fast_food,49.2285425,-123.0050834
2603,Ipoh Bean Sprout Chicken,fast_food,49.2285812,-123.0050567
2604,Kingspark,fast_food,49.2286375,-123.0051671
2609,Ginseng Spirit,bar,49.2287034,-123.0044511
2613,Kasuga,fast_food,49.2286665,-123.005335
2614,Tasty Harmony,fast_food,49.228678,-123.0053886
2615,House Teppan,fast_food,49.2286927,-123.0054378
2616,Gullin Rice,fast_food,49.2287391,-123.0054119
2617,Takeda Ya Ramen,fast_food,49.2287753,-123.0053832
2618,Ba Shu,fast_food,49.228809,-123.0053618
2620,Shiny Tea,bar,49.2289043,-123.0052233
2627,Ha Cafe,cafe,49.2314876,-123.0052432
2631,Donair Delight,fast_food,49.2310583,-123.0061034
2633,Subway,fast_food,49.2310155,-123.0061518
2636,Subway,fast_food,49.1883248,-122.9517415
2646,Red Bar,bar,49.1862792,-122.9565359
2651,McDonald's,fast_food,49.1916994,-122.9502443
2652,Hookan Lounge,bar,49.2192031,-122.9697432
2656,Subway,fast_food,49.1912607,-122.9472977
2658,Opa!,fast_food,49.1911353,-122.9471654
2664,,vending_machine,49.2741767,-122.2158001
2665,Sarpino's Pizzeria,fast_food,49.1564728,-122.2095408
2666,,vending_machine,49.273846,-122.2160018
2672,Blenz,cafe,49.1861239,-122.8479282
2673,Big Orange,bar,49.1860857,-122.8479254
2682,Orange Julius,fast_food,49.1868482,-122.8490317
2683,Booster Juice,fast_food,49.1871184,-122.8490357
2689,Cultures,fast_food,49.1868448,-122.8492283
2690,A&W,fast_food,49.1871177,-122.8491133
2691,Go Grill,fast_food,49.1871162,-122.8492835
2692,Manchu Wok,fast_food,49.1871155,-122.8493572
2693,Fresh Slice,fast_food,49.187114,-122.849531
2694,Thai Express,fast_food,49.1871697,-122.8497526
2695,Quesada,fast_food,49.1871291,-122.8496029
2696,KFC,fast_food,49.1871919,-122.849834
2699,Starbucks,cafe,49.1864343,-122.8488672
2702,Toyama Express,fast_food,49.187117,-122.8491994
2703,Charleys Philly Steaks,fast_food,49.1871146,-122.8494584
2704,Opa!,fast_food,49.1871485,-122.8496743
2705,Steve's Poké Bar,fast_food,49.1869648,-122.8498822
2706,Subway,fast_food,49.186992,-122.84998
2709,Burger King,fast_food,49.186768,-122.8499392
2712,Potato Corner,fast_food,49.1863136,-122.8480116
2719,Menchies Frozen Yoghurt,bar,49.2186352,-122.9554239
2721,Chipotle,fast_food,49.1886831,-122.802172
2740,Subway,fast_food,49.1900326,-122.8023914
2754,Cinnzeo,bar,49.1897831,-122.8037265
2755,Kernels,bar,49.1898322,-122.8037274
2759,Cupcakes,bar,49.1898931,-122.8036469
2760,Jugo Juice,bar,49.1898769,-122.8034853
2764,Starbucks,cafe,49.1896522,-122.8033776
2771,Yogen Fruz,bar,49.1896519,-122.8034639
2821,Subway,fast_food,49.2811945,-123.0125396
2822,McDonald's Drive-Thru,fast_food,49.0519086,-122.3094082
2830,The Artful Dodger Pub,pub,49.0450223,-122.6684393
2837,Fireside Café,cafe,49.0390323,-122.3107782
2839,Enzo's Café,cafe,49.2733114,-123.008943
2853,Chasers,cafe,49.2760414,-123.1196355
2855,Lime & Moon Pie Company,cafe,49.2756829,-123.120168
2861,Subway,fast_food,49.2764887,-123.1189668
2863,Coffee House,cafe,49.2764101,-123.1190813
2867,Triple O's,fast_food,49.1924274,-123.0910446
2885,Tap & Barrel,pub,49.2898003,-123.1168924
2887,Subway,fast_food,49.1775615,-123.1222328
2891,Freshslice,fast_food,49.1784718,-123.121091
2892,Fatburger,fast_food,49.1783944,-123.1210954
2893,Burger King,fast_food,49.1781724,-123.1211081
2894,T-Go Tea,cafe,49.1780512,-123.121115
2895,Starbucks,cafe,49.1776145,-123.1211398
2911,Gong Cha,cafe,49.1693511,-123.136217
2918,Millennium Karaoke,bar,49.1812101,-123.1370111
2924,Janice Cake Shop,cafe,49.187642,-123.1299106
2932,Freshslice Pizza,fast_food,49.1687064,-123.1355348
2938,Johnnie Fox's,bar,49.2790349,-123.1235947
2945,Chipotle,fast_food,49.3277823,-123.139609
2946,Five Guys,fast_food,49.3262061,-123.1361153
2948,Burger King,fast_food,49.1909246,-122.8908844
2949,Quiznos Sub,fast_food,49.1909164,-122.8910492
2962,Paramount Gentlemen's Club,bar,49.2023823,-122.9089811
2972,Blenz,cafe,49.2861774,-123.1269715
2975,Metro News,vending_machine,49.2577236,-123.1650747
2976,Metro News,vending_machine,49.2577236,-123.1650881
2977,Homes and Land Magazine,vending_machine,49.2577245,-123.1651002
2988,Pleasant Beans Coffee House,cafe,49.2638449,-123.1000453
2989,Nelson the Seagull,cafe,49.2821626,-123.1045058
2990,Blenz Coffee,cafe,49.2870382,-123.1181012
3012,,vending_machine,49.2043938,-122.8737753
3014,James Snacks,fast_food,49.1810752,-123.1354747
3015,Book Kyung Ban Jeoun & BK Karaoke,fast_food,49.2898216,-123.1332015
3020,Starbucks,cafe,49.2173905,-122.5917912
3029,The Alley,fast_food,49.2807848,-123.124856
3032,Plaza Premium Lounge,bar,49.1970272,-123.1768478
3035,Cafe & Roastery,cafe,49.26174,-122.8908435
3037,Panago,fast_food,49.2605857,-122.8892018
3045,Donair Ville & Cafe,fast_food,49.2542287,-122.893754
3048,Ocean Wise Cafe,cafe,49.2998929,-123.1312145
3049,Sharetea,cafe,49.2476624,-122.8910643
3052,Leisure Tea & Coffee,cafe,49.1784657,-123.1307836
3060,Roots Café,cafe,49.2255047,-123.1013836
3073,The Cockpit,cafe,49.290443,-123.1176585
3091,Subway,fast_food,49.2716748,-123.0947341
3092,Taco Del Mar,fast_food,49.2717323,-123.0948814
3095,Quiznos,fast_food,49.3237469,-123.1108931
3103,MOOYAH,fast_food,49.3233157,-123.1139545
3107,Bean Around The World Coffees,cafe,49.3228237,-123.1079762
3108,Corner Cafe,cafe,49.321936,-123.107702
3109,Pemberton Station Neighbourhood Pub,pub,49.3172364,-123.1082535
3152,Maple Leaf Lounge,bar,49.1947944,-123.1820219
3153,Plaza Premium Lounge,bar,49.1944125,-123.18181680000001
3156,Starbucks,cafe,49.1953403,-123.1828912
3157,Monk's Grill,pub,49.19556,-123.1832043
3165,Starbucks,cafe,49.2638304,-122.766795
3169,Tim Hortons Drive Thru,fast_food,49.0475644,-122.3443764
3175,Starbucks,cafe,49.2801002,-122.7997098
3176,Tim Hortons,cafe,49.2788724,-122.7975011
3195,Paragon Pizza,fast_food,49.2208148,-123.0656937
3204,Prohibition,bar,49.2837396,-123.1184966
3210,敘香園,fast_food,49.1808304,-123.1341778
3217,Milk & Sugar Cafe,cafe,49.233308,-123.0338835
3220,Subway,fast_food,49.2372522,-123.0325583
